en,ur,en_len,ur_len
but when ye pray use not vain repetitions as the heathen do for they think that they shall be heard for their much speaking,اور دعا کرتے وقت غیرقوموں کے لوگوں کی طرح بک بک نہ کرو کیونکہ وہ سمجھتے ہیں کہ ہمارے بہت بولنے کے سبب سے ہماری سنی جائے گی ۔,24,29
be not ye therefore like unto them for your father knoweth what things ye have need of before ye ask him,پس ان کی مانند نہ بنو کیونکہ تمہارا باپ تمہارے مانگنے سے پہلے ہی جانتا ہے کہ تم کن کن چیزوں کے محتاج ہو ۔,21,25
after this manner therefore pray ye our father which art in heaven hallowed be thy name,پس تم اس طرح دعا کیا کرو کہ اے ہمارے باپ تو جو آسمان پر ہے ۔ تیرا نام پاک مانا جائے ۔,16,23
thy kingdom come thy will be done in earth as it is in heaven,تیری بادشاہی آئے ۔ تیری مرضی جیسی آسمان پر پوری ہوتی ہے زمین پر بھی ہو ۔,14,17
give us this day our daily bread,ہمارے روز کی روٹی آج ہمیں دے ۔,7,8
and forgive us our debts as we forgive our debtors,اور جس طرح ہم نے اپنے قرضداروں کو معاف کیا ہے تو بھی ہمارے قرض ہمیں معاف کر ۔,10,19
and lead us not into temptation but deliver us from evil for thine is the kingdom and the power and the glory for ever amen,اور ہمیں آزمایش میں نہ لا بلکہ برائی سے بچا [ کیونکہ بادشاہی اور قدرت اور جلال ہمیشہ تیرے ہی ہیں ۔ آمین ],25,24
for if ye forgive men their trespasses your heavenly father will also forgive you,اس لئے کہ اگر تم آدمیوں کے قصور معاف کرو گے تو تمہارا آسمانی باپ بھی تم کو معاف کرے گا ۔,14,22
but if ye forgive not men their trespasses neither will your father forgive your trespasses,اور اگر تم آدمیوں کے قصور معاف نہ کرو گے تو تمہارا باپ بھی تمہارے قصور معاف نہ کرے گا ۔,15,21
moreover when ye fast be not as the hypocrites of a sad countenance for they disfigure their faces that they may appear unto men to fast verily i say unto you they have their reward,اور جب تم روزہ رکھو تو ریاکاروں کی طرح اپنی صورت اداس نہ بناو کیونکہ وہ اپنا منہ بگاڑتے ہیں تاکہ لوگ ان کو روزہ دار جانیں ۔ میں تم سے سچ کہتا ہوں کہ وہ اپنا اجر پا چکے ۔,35,41
but thou when thou fastest anoint thine head and wash thy face,بلکہ جب تو روزہ رکھے تو اپنے سر میں تیل ڈال اور منہ دھو ۔,12,15
that thou appear not unto men to fast but unto thy father which is in secret and thy father which seeth in secret shall reward thee openly,تاکہ آدمی نہیں بلکہ تیرا باپ جو پوشیدگی میں ہے تجھے روزہ دار جانے ۔ اس صورت میں تیرا باپ جو پوشیدگی میں دیکھتا ہے تجھے بدلہ دے گا ۔,27,30
lay not up for yourselves treasures upon earth where moth and rust doth corrupt and where thieves break through and steal,اپنے واسطے زمین پر مال جمع نہ کرو جہاں کیڑا اور زنگ خراب کرتا ہے اور جہاں چور نقب لگاتے اور چراتے ہیں ۔,21,24
but lay up for yourselves treasures in heaven where neither moth nor rust doth corrupt and where thieves do not break through nor steal,بلکہ اپنے لئے آسمان پر مال جمع کرو جہاں نہ کیڑا خراب کرتا ہے نہ زنگ اور نہ وہاں چور نقب لگاتے اور چراتے ہیں ۔,24,26
for where your treasure is there will your heart be also,کیونکہ جہاں تیرا مال ہے وہیں تیرا دل بھی لگا رہے گا ۔,11,13
the light of the body is the eye if therefore thine eye be single thy whole body shall be full of light,بدن کا چراغ آنکھ ہے ۔ پس اگر تیری آنکھ درست ہو تو تیرا سارا بدن روشن ہوگا ۔,22,19
but if thine eye be evil thy whole body shall be full of darkness if therefore the light that is in thee be darkness how great is that darkness,اور اگر تیری آنکھ خراب ہو تو تیرا سارا بدن تاریک ہو گا ۔ پس اگر وہ روشنی جو تجھ میں ہے تاریکی ہو تو تاریکی کیسی بڑی ہوگی ۔,29,30
behold the fowls of the air for they sow not neither do they reap nor gather into barns yet your heavenly father feedeth them are ye not much better than they,ہوا کے پرندوں کو دیکھو نہ بوتے ہیں نہ کاٹتے ۔ نہ کوٹھیوں میں جمع کرتے ہیں تو بھی تمہارا آسمانی باپ ان کو کھلاتا ہے ۔ کیا تم ان سے زیادہ قدر نہیں رکھتے,31,35
which of you by taking thought can add one cubit unto his stature,تم میں ایسا کون ہے جو فکر کر کے اپنی عمر میں ایک گھڑی بھی بڑھا سکے,13,17
and why take ye thought for raiment consider the lilies of the field how they grow they toil not neither do they spin,اور پوشاک کے لئے کیوں فکر کرتے ہو جنگلی سوسن کے درختوں کو غور سے دیکھو کہ وہ کس طرح بڑھتے ہیں ۔ وہ نہ محنت کرتے نہ کاتتے ہیں ۔,23,31
and yet i say unto you that even solomon in all his glory was not arrayed like one of these,تو بھی میں تم سے کہتا ہوں کہ سلیمان بھی باوجود اپنی ساری شان وشوکت کے ان میں سے کسی کی مانند ملبس نہ تھا ۔,20,26
wherefore if god so clothe the grass of the field which to day is and to morrow is cast into the oven shall he not much more clothe you o ye of little faith,پس جب خدا میدان کی گھاس کو جو آج ہے اور کل تنور میں جھونکی جائے گی ایسی پوشاک پہناتا ہے تو اے کم اعتقادو تم کو کیوں نہ پہنائے گا,34,31
therefore take no thought saying what shall we eat or what shall we drink or wherewithal shall we be clothed,اس لئے فکرمند ہو کر یہ نہ کہو کہ ہم کیا کھائیں گے یا کیا پیئیں گے یا کیا پہنیں گے,20,21
for after all these things do the gentiles seek for your heavenly father knoweth that ye have need of all these things,کیونکہ ان سب چیزوں کی تلاش میں غیرقومیں رہتی ہیں اور تمہارا آسمانی باپ جانتا ہے کہ تم ان سب چیزوں کے محتاج ہو ۔,22,25
but seek ye first the kingdom of god and his righteousness and all these things shall be added unto you,بلکہ تم پہلے اس کی بادشاہی اور اصکی راستبازی کی تلاش کرو تو یہ سب چیزیں بھی تم کو مل جائیں گی ۔,20,23
take therefore no thought for the morrow for the morrow shall take thought for the things of itself sufficient unto the day is the evil thereof,پس کل کے لئے فکر نہ کرو کیونکہ کل کا دن اپنے لئے آپ فکر کرلے گا ۔ آج کے لئے آج ہی کا دکھ کافی ہے ۔,26,28
judge not that ye be not judged,عیب جوئی نہ کرو کہ تمہاری بھی عیب جوئی نہ کی جائے ۔,7,13
for with what judgment ye judge ye shall be judged and with what measure ye mete it shall be measured to you again,کیونکہ جس طرح تم عیب جوئی کرتے ہو اسی طرح تمہاری بھی عیب جوئی کی جائے گی ۔ اور جس پیمانہ سے تم ناپتے ہو اسی سے تمہارے واسطے ناپا جائے گا ۔,23,33
and why beholdest thou the mote that is in thy brother s eye but considerest not the beam that is in thine own eye,تو کیوں اپنے بھائی کی آنکھ کے تنکے کو دیکھتا ہے اور اپنی آنکھ کے شہتیر پر غور نہیں کرتا,24,20
or how wilt thou say to thy brother let me pull out the mote out of thine eye and behold a beam is in thine own eye,اور جب تیری ہی آنکھ میں شہتیر ہے تو تو اپنے بھائی سے کیونکر کہہ سکتا ہے کہ لا تیری آنکھ میں سے تنکا نکال دوں,27,26
thou hypocrite first cast out the beam out of thine own eye and then shalt thou see clearly to cast out the mote out of thy brother s eye,اے ریاکار پہلے اپنی آنکھ میں سے تو شہتیر نکال پھر اپنے بھائی کی آنکھ میں سے تنکے کو اچھی طرح دیکھ کر نکال سکیگا ۔,29,26
give not that which is holy unto the dogs neither cast ye your pearls before swine lest they trample them under their feet and turn again and rend you,پاک چیز کتوں کو نہ دو اور اپنے موتی سوروں کے آگے نہ ڈالو ۔ ایسا نہ ہو کہ وہ ان کو پاوں کے تلے روندیں اور پلٹ کر تم کو پھاڑیں ۔,29,33
ask and it shall be given you seek and ye shall find knock and it shall be opened unto you,مانگو تو تم کو دیا جائے گا ۔ ڈھونڈو تو پاو گے ۔ دروازہ کھٹکھٹاو تو تمہارے واسطے کھولا جائے گا ۔,20,22
for every one that asketh receiveth and he that seeketh findeth and to him that knocketh it shall be opened,کیونکہ جو کوئی مانگتا ہے اسے ملتا ہے اور جو ڈھونڈتا ہے وہ پاتا ہے اور جو کھٹکھٹاتا ہے اس کے واسطے کھولا جائے گا ۔,20,26
or what man is there of you whom if his son ask bread will he give him a stone,تم میں ایسا کونسا آدمی ہے کہ اگر اس کا بیٹا اس سے روٹی مانگے تو وہ اسے پتھر دے,19,20
